JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2459433.9878768,379.1185,0.1722,9.9531,0.0005,16.5626,2.00,g,G,bB
2459434.7776136,338.3653,0.4505,10.0766,0.0014,15.5185,1.46,g,G,br
2459434.9033317,351.4675,0.1183,10.0354,0.0004,16.9703,2.05,g,G,bB
2459435.7691888,300.7126,0.4976,10.2047,0.0018,15.4104,1.37,g,G,br
2459435.923838,335.7629,0.1956,10.0850,0.0006,16.4244,2.06,g,G,bB
2459436.7568214,357.7769,0.4326,10.0160,0.0013,15.5625,1.39,g,G,br
2459437.9088182,312.7115,0.2444,10.1622,0.0008,16.1825,2.01,g,B,bB
2459438.9010613,322.4775,0.2276,10.1288,0.0008,16.2599,2.01,g,G,bB
2459440.8958427,327.1385,0.2163,10.1132,0.0007,16.3148,2.04,g,G,bB
2459444.0224279,388.7084,0.1942,9.9260,0.0005,16.4322,2.00,g,G,bB
2459444.9307536,358.9603,0.2111,10.0124,0.0006,16.3414,2.00,g,G,bB
2459445.9548934,341.5635,0.2727,10.0664,0.0009,16.0635,2.02,g,G,bB
2459446.8768943,295.5733,0.3157,10.2234,0.0012,15.9046,2.05,g,G,bB
2459449.7235244,411.9836,0.9840,9.8629,0.0026,14.6702,1.82,g,B,br
2459452.7058494,389.5795,0.6026,9.9236,0.0017,15.2026,1.46,g,B,br
2459453.0342159,383.8983,0.2125,9.9395,0.0006,16.3341,2.05,g,G,bB
2459453.7203302,395.3796,0.5008,9.9075,0.0014,15.4036,1.49,g,G,br
2459454.7072367,330.8157,0.7036,10.1011,0.0023,15.0344,1.63,g,G,br
2459454.8949492,347.6108,0.2257,10.0473,0.0007,16.2687,2.02,g,G,bB
2459455.7153854,344.4186,0.5264,10.0573,0.0017,15.3493,1.40,g,G,br
2459456.9356983,395.9297,0.1863,9.9060,0.0005,16.4774,2.04,g,G,bB
2459458.0781574,376.5040,0.1583,9.9606,0.0005,16.6541,2.14,g,G,bB
2459461.1082213,352.1954,0.1149,10.0331,0.0004,17.0020,2.17,g,G,bB
2459461.840443,354.4318,0.1185,10.0262,0.0004,16.9682,2.11,g,G,bB
2459462.7010618,265.6102,0.7213,10.3395,0.0030,15.0074,1.59,g,G,br
2459462.930928,391.7754,0.1850,9.9175,0.0005,16.4845,2.02,g,G,bB
2459465.705174,369.6471,0.5036,9.9806,0.0015,15.3973,1.44,g,G,br
2459466.6702543,293.5762,0.5422,10.2308,0.0020,15.3173,1.44,g,G,br
2459466.8481058,365.4519,0.1609,9.9930,0.0005,16.6363,2.09,g,G,bB
2459467.6692258,276.9046,0.5907,10.2942,0.0023,15.2242,1.43,g,G,br
2459467.8790156,356.0350,0.0878,10.0213,0.0003,17.2933,2.02,g,G,bB
2459470.6629167,371.9368,0.4063,9.9739,0.0012,15.6306,1.45,g,G,br
2459470.8267036,366.2928,0.1338,9.9905,0.0004,16.8362,2.15,g,G,bB
2459471.6541818,392.2596,0.3377,9.9161,0.0009,15.8314,1.50,g,B,br
2459475.0594159,285.5410,0.4125,10.2609,0.0016,15.6141,2.00,g,G,bB
2459475.6430013,403.5437,0.2721,9.8853,0.0007,16.0659,1.53,g,B,br
2459476.6472546,352.0994,0.5276,10.0334,0.0016,15.3468,1.46,g,G,br
2459476.8207223,330.3848,0.2137,10.1025,0.0007,16.3279,2.21,g,G,bB
2459479.710759,249.2041,0.8268,10.4087,0.0036,14.8592,1.46,g,B,br
2459480.6613213,454.8392,0.3576,9.7554,0.0009,15.7690,1.48,g,G,br
2459481.6393789,-72.8197,1.5427,14.1819,99.9990,14.1819,1.46,g,B,br
2459481.6406194,-168.8686,1.4003,14.2871,99.9990,14.2871,1.46,g,B,br
2459481.8973016,388.2433,0.3231,9.9273,0.0009,15.8794,2.13,g,G,bB
2459483.6535783,-177.9404,1.3604,14.3184,99.9990,14.3184,1.49,g,B,br
2459484.0643257,355.3466,0.1443,10.0234,0.0004,16.7544,2.02,g,G,bB
2459484.7710339,358.9737,0.0744,10.0124,0.0002,17.4732,2.04,g,G,bB
2459485.618716,237.9913,0.6071,10.4587,0.0028,15.1945,1.57,g,G,br
2459486.6179321,298.4666,0.5169,10.2128,0.0019,15.3691,1.50,g,G,br
2459487.0033949,380.6686,0.1691,9.9487,0.0005,16.5821,2.02,g,G,bB
2459487.6097067,339.6025,0.4585,10.0726,0.0015,15.4994,1.53,g,B,br
2459487.8613664,358.9393,0.1171,10.0125,0.0004,16.9812,2.01,g,G,bB
2459488.6332559,333.0310,0.4528,10.0939,0.0015,15.5130,1.48,g,G,br
2459489.7641147,321.0260,0.2377,10.1337,0.0008,16.2126,2.01,g,G,bB
2459490.6748327,395.6379,0.3078,9.9068,0.0008,15.9320,1.64,g,G,br
2459490.8670644,361.1611,0.0533,10.0058,0.0002,17.8367,2.02,g,G,bB
2459491.6441252,285.3246,0.5954,10.2617,0.0023,15.2156,1.47,g,B,br
2459491.7822371,363.6109,0.0965,9.9985,0.0003,17.1915,2.01,g,G,bB
2459492.6014658,354.4040,0.4243,10.0263,0.0013,15.5836,1.52,g,G,br
2459493.8696614,371.4062,0.1063,9.9754,0.0003,17.0868,2.00,g,G,bB
2459494.6283948,421.4729,0.1826,9.8381,0.0005,16.4992,1.48,g,G,br
2459495.5873687,500.2903,0.3982,9.6520,0.0009,15.6525,1.57,g,B,br
2459495.5886089,385.0383,0.3259,9.9363,0.0009,15.8700,1.56,g,B,br
2459497.8480833,451.1967,0.2608,9.7642,0.0006,16.1120,1.37,g,G,br
2459498.5965397,453.6431,0.2365,9.7583,0.0006,16.2182,1.71,g,G,br
2459498.8167279,349.0210,0.1602,10.0429,0.0005,16.6411,2.03,g,G,bB
2459499.5766017,403.8345,0.2534,9.8846,0.0007,16.1432,2.26,g,B,br
2459500.5725326,347.0030,0.4863,10.0492,0.0015,15.4354,1.57,g,B,br
2459500.9697634,356.3996,0.0970,10.0202,0.0003,17.1856,2.04,g,G,bB
2459501.5867055,436.6398,0.2170,9.7998,0.0005,16.3115,1.47,g,G,br
2459502.5684008,384.0982,0.3745,9.9390,0.0011,15.7189,1.97,g,B,br
2459504.7285744,364.6159,0.2311,9.9955,0.0007,16.2431,2.06,g,G,bB
2459505.6191906,445.3483,0.2539,9.7783,0.0006,16.1409,1.46,g,G,br
2459505.7804966,270.8894,0.5743,10.3181,0.0023,15.2547,2.02,g,G,bB
2459507.5615713,427.2177,0.2844,9.8234,0.0007,16.0179,2.03,g,G,br
2459508.5543978,349.1909,0.8557,10.0424,0.0027,14.8219,1.99,g,B,br
2459509.5809694,388.3067,0.5554,9.9271,0.0016,15.2911,1.54,g,G,br
2459509.9683156,328.9269,0.2776,10.1073,0.0009,16.0440,2.20,g,G,bB
2459510.5807207,419.0169,0.3351,9.8445,0.0009,15.8398,1.54,g,G,br
2459511.5760047,403.2992,0.3461,9.8860,0.0009,15.8046,1.48,g,G,br
2459511.8689389,370.9705,0.2858,9.9767,0.0008,16.0125,2.07,g,G,bB
2459512.5863618,446.5340,0.2119,9.7754,0.0005,16.3375,1.42,g,G,br
2459512.7828617,356.7842,0.0982,10.0191,0.0003,17.1722,2.11,g,G,bB
2459513.6010563,453.3038,0.2611,9.7591,0.0006,16.1107,1.40,g,G,br
2459514.5701637,355.4725,0.3994,10.0231,0.0012,15.6490,1.54,g,G,br
2459514.7702434,383.9465,0.1902,9.9394,0.0005,16.4545,2.07,g,G,bB
2459515.9694723,386.1457,0.1946,9.9332,0.0005,16.4301,2.09,g,G,bB
2459516.5608314,438.9546,0.1706,9.7940,0.0004,16.5729,1.77,g,G,br
2459517.5660022,452.8243,0.2380,9.7602,0.0006,16.2114,1.57,g,G,br
2459518.5693413,422.1482,0.1392,9.8364,0.0004,16.7934,1.63,g,G,br
2459519.5712169,316.2810,0.4909,10.1499,0.0017,15.4251,1.41,g,B,br
2459519.756775,387.1989,0.1518,9.9302,0.0004,16.6996,2.04,g,G,bB
2459520.6329152,447.8875,0.2480,9.7721,0.0006,16.1664,1.48,g,G,br
2459522.8362701,380.6186,0.1684,9.9488,0.0005,16.5866,2.06,g,G,bB
2459523.5880562,444.2170,0.2219,9.7811,0.0005,16.2874,1.57,g,G,br
2459524.5537478,420.7720,0.1522,9.8399,0.0004,16.6967,2.38,g,G,br
2459525.5419031,425.7027,0.1219,9.8273,0.0003,16.9379,2.26,g,G,br
2459525.9439533,378.2625,0.1626,9.9556,0.0005,16.6249,2.05,g,G,bB
2459526.5487879,419.7609,0.1502,9.8426,0.0004,16.7107,1.66,g,G,br
2459526.7474209,379.6942,0.1623,9.9515,0.0005,16.6268,2.05,g,G,bB
2459529.6900884,350.4839,0.3306,10.0384,0.0010,15.8544,2.07,g,G,bB
2459529.6913402,339.5419,0.2852,10.0728,0.0009,16.0147,2.04,g,G,bB
2459530.7499811,250.6913,0.5596,10.4022,0.0024,15.2830,2.00,g,G,bB
2459531.56596,449.3818,0.2182,9.7685,0.0005,16.3054,1.70,g,G,br
2459532.7653511,130.1698,0.8783,11.1138,0.0073,14.7935,2.06,g,B,bB
2459533.6033612,468.9107,0.3064,9.7223,0.0007,15.9369,1.49,g,G,br
2459535.5610751,453.0824,0.3007,9.7596,0.0007,15.9574,1.43,g,G,br
2459538.5754316,412.4210,0.2651,9.8617,0.0007,16.0942,2.36,g,G,br
2459539.5791577,401.5864,0.2995,9.8906,0.0008,15.9617,1.46,g,G,br
2459539.8972804,269.1166,0.5287,10.3252,0.0021,15.3446,2.04,g,B,bB
2459540.8572312,-258.1049,1.4021,14.2857,99.9990,14.2857,1.54,g,B,br
2459540.9073422,338.6933,0.2050,10.0755,0.0007,16.3730,2.08,g,G,bB
2459541.574881,290.0125,0.5736,10.2440,0.0021,15.2561,1.56,g,B,br
2459542.8724889,355.6918,0.1141,10.0224,0.0003,17.0091,2.01,g,G,bB
2459543.6188499,211.1382,0.6629,10.5886,0.0034,15.0990,1.47,g,G,br
2459543.9107547,358.0806,0.1104,10.0151,0.0003,17.0447,2.15,g,G,bB
2459544.8436178,361.5800,0.1014,10.0046,0.0003,17.1374,2.01,g,G,bB
2459546.7226358,391.9078,0.1984,9.9171,0.0006,16.4087,2.02,g,G,bB
2459547.5952433,448.4051,0.2221,9.7709,0.0005,16.2863,1.47,g,G,br
2459547.8908582,356.1085,0.1239,10.0211,0.0004,16.9202,2.15,g,G,bB
2459548.729169,439.9731,0.1991,9.7915,0.0005,16.4052,1.45,g,G,br
2459551.6018789,453.8640,0.2748,9.7578,0.0007,16.0552,1.43,g,G,br
2459552.5379731,449.2742,0.2497,9.7688,0.0006,16.1589,1.42,g,G,br
2459554.67648,444.1036,0.1990,9.7814,0.0005,16.4058,1.44,g,G,br
2459555.5695816,439.4502,0.1709,9.7928,0.0004,16.5710,1.47,g,G,br
2459564.6133126,390.5393,2.1127,9.9209,0.0059,13.8405,1.39,g,B,br
2459565.7318611,392.7765,0.2412,9.9147,0.0007,16.1967,2.32,g,G,bB
2459568.58005,427.8984,0.3328,9.8217,0.0008,15.8473,1.50,g,G,br
2459569.612328,448.8806,0.3092,9.7697,0.0007,15.9269,1.47,g,G,br
2459570.5479175,255.9531,0.6051,10.3797,0.0026,15.1982,1.99,g,B,br
2459572.6080659,434.4061,0.1899,9.8053,0.0005,16.4563,1.52,g,G,br
2459573.5706524,-113.8487,1.4271,14.2665,99.9990,14.2665,1.46,g,B,br
2459573.5718932,-116.5126,1.1139,14.5355,99.9990,14.5355,1.43,g,B,br
2459575.5459091,401.6543,0.2754,9.8904,0.0007,16.0526,1.42,g,G,br
2459585.7223092,364.8601,0.1098,9.9947,0.0003,17.0513,2.14,g,G,bB
2459586.5965229,450.2278,0.2532,9.7665,0.0006,16.1441,1.44,g,G,br
2459587.7191391,393.5509,0.1957,9.9126,0.0005,16.4237,2.03,g,G,bB
2459588.7310518,369.7966,0.1436,9.9802,0.0004,16.7601,2.16,g,G,bB
2459591.7514211,344.5287,0.1978,10.0570,0.0006,16.4121,2.13,g,G,bB
2459593.7564099,349.7090,0.1650,10.0408,0.0005,16.6089,2.18,g,G,bB
2459594.7529568,356.5006,0.1567,10.0199,0.0005,16.6649,2.07,g,G,bB
2459595.7380509,365.6621,0.1371,9.9924,0.0004,16.8100,2.06,g,G,bB
2459596.7422226,353.0085,0.1724,10.0306,0.0005,16.5611,2.19,g,G,bB
2459597.7386099,334.7319,0.2102,10.0883,0.0007,16.3463,2.19,g,G,bB
2459598.7057401,348.4567,0.2055,10.0447,0.0006,16.3707,2.24,g,G,bB
2459599.7164163,352.4976,0.1254,10.0322,0.0004,16.9065,2.36,g,G,bB
2459600.7283473,389.2074,0.2026,9.9246,0.0006,16.3858,2.00,g,G,bB
2459601.7096028,405.7544,0.2518,9.8794,0.0007,16.1501,2.09,g,G,bB
2459603.7077914,379.8366,0.2250,9.9511,0.0006,16.2723,2.07,g,G,bB
2459604.7184501,374.9606,0.1619,9.9651,0.0005,16.6294,2.07,g,G,bB
2459606.7115413,357.9549,0.1278,10.0155,0.0004,16.8862,2.13,g,G,bB
2459607.7093694,372.9287,0.1672,9.9710,0.0005,16.5946,2.49,g,G,bB
2459609.7114009,373.2843,0.2087,9.9700,0.0006,16.3539,2.46,g,B,bB
2459619.6313557,363.2543,0.4220,9.9995,0.0013,15.5895,1.49,g,G,br
2459620.6267356,614.2801,0.2922,9.4291,0.0005,15.9884,1.53,g,G,br
2459621.633748,432.9310,0.2067,9.8090,0.0005,16.3644,1.44,g,G,br
2459622.6292558,383.3374,0.3518,9.9411,0.0010,15.7869,1.49,g,G,br
2459624.6211496,444.0608,0.2470,9.7815,0.0006,16.1711,1.56,g,G,br
2459625.6255069,447.3112,0.3322,9.7735,0.0008,15.8493,1.47,g,G,br
2459626.6183967,404.1118,0.3044,9.8838,0.0008,15.9440,1.44,g,G,br
2459628.566391,476.2548,0.3973,9.7055,0.0009,15.6549,1.54,g,G,br
2459629.6083593,451.5808,0.2558,9.7632,0.0006,16.1329,1.46,g,G,br
2459633.5971745,433.0276,0.1487,9.8088,0.0004,16.7217,1.44,g,G,br
2459634.5943239,413.5729,0.2474,9.8587,0.0007,16.1691,1.46,g,G,br
2459634.5968277,426.0285,0.1680,9.8265,0.0004,16.5895,1.53,g,G,br
2459635.5929246,-167.6292,1.6411,14.1148,99.9990,14.1148,1.49,g,B,br
2459636.5806841,325.0203,0.5108,10.1203,0.0017,15.3820,2.00,g,B,br
2459637.5747535,450.4077,0.2415,9.7661,0.0006,16.1955,1.50,g,G,br
2459640.5819919,312.0647,0.5438,10.1645,0.0019,15.3141,2.07,g,B,br
2459643.5775067,328.4948,0.6138,10.1087,0.0020,15.1826,2.32,g,G,br
2459761.8755469,389.9578,0.4590,9.9225,0.0013,15.4982,1.47,g,G,br
2459767.8728665,130.5421,0.8764,11.1107,0.0073,14.7959,1.46,g,B,br
2459768.8649064,443.8491,0.5326,9.7820,0.0013,15.3366,1.44,g,G,br
2459769.84011,434.2179,0.4999,9.8058,0.0013,15.4054,1.42,g,G,br
2459770.8539599,452.6903,0.4922,9.7606,0.0012,15.4223,1.45,g,G,br
2459773.8371252,400.5207,1.2482,9.8935,0.0034,14.4119,1.68,g,G,br
2459781.8165191,36.1987,0.9104,12.5033,0.0273,14.7545,1.38,g,G,br
2459786.8133555,422.2761,0.2404,9.8361,0.0006,16.2005,1.57,g,G,br
2459788.8158963,453.8003,0.3047,9.7579,0.0007,15.9431,1.40,g,G,br
2459789.8082579,449.2973,0.3025,9.7687,0.0007,15.9508,1.49,g,G,br
2459790.8018583,462.4548,0.3438,9.7374,0.0008,15.8118,1.39,g,G,br
2459792.7847566,458.7792,0.2971,9.7461,0.0007,15.9705,1.40,g,G,br
2459793.7854292,370.5586,0.4246,9.9779,0.0012,15.5827,1.39,g,G,br
2459794.7773663,407.5821,0.3399,9.8745,0.0009,15.8243,1.45,g,G,br
2459796.7819697,380.9824,0.4232,9.9478,0.0012,15.5862,1.43,g,G,br
2459800.7745201,428.6715,0.2836,9.8198,0.0007,16.0210,1.39,g,G,br
2459801.7606928,457.4203,0.4190,9.7493,0.0010,15.5971,1.52,g,G,br
2459802.7728087,434.1585,0.4802,9.8059,0.0012,15.4491,1.55,g,G,br
2459805.7556113,466.4440,0.5819,9.7281,0.0014,15.2405,1.54,g,G,br
2459806.7486652,466.3972,0.6603,9.7282,0.0015,15.1032,1.53,g,G,br
2459820.7068762,419.1345,0.2971,9.8442,0.0008,15.9703,1.53,g,G,br
2459827.6854432,432.7090,0.2018,9.8096,0.0005,16.3905,1.42,g,G,br
2459828.6809335,456.3003,0.3121,9.7519,0.0007,15.9168,1.50,g,G,br
2459830.6886204,402.1011,0.7360,9.8892,0.0020,14.9855,1.45,g,G,br
2459835.6670056,394.6552,0.4846,9.9095,0.0013,15.4393,1.41,g,G,br
2459838.6489068,458.9930,0.2662,9.7456,0.0006,16.0895,1.41,g,G,br
2459839.6562066,476.5566,0.3231,9.7048,0.0007,15.8792,1.41,g,G,br
2459840.6468376,442.7127,0.2290,9.7848,0.0006,16.2531,1.43,g,G,br
2459843.6403079,507.6259,0.3878,9.6362,0.0008,15.6812,1.42,g,G,br
2459844.6469225,455.9511,0.3727,9.7528,0.0009,15.7243,1.41,g,G,br
2459845.6380356,434.8084,0.2211,9.8043,0.0006,16.2913,2.05,g,G,br
2459846.6300709,463.7103,0.3086,9.7344,0.0007,15.9290,1.46,g,G,br
2459847.6303689,441.4899,0.2523,9.7878,0.0006,16.1478,1.46,g,G,br
2459848.6260778,382.1231,0.3478,9.9446,0.0010,15.7993,1.43,g,G,br
2459849.6236065,498.5772,0.3949,9.6557,0.0009,15.6614,1.45,g,G,br
2459850.6338921,482.9041,0.3508,9.6904,0.0008,15.7901,1.39,g,G,br
2459853.6526029,481.9312,0.3659,9.6926,0.0008,15.7441,1.38,g,G,br
2459854.6079347,434.8420,0.2966,9.8042,0.0007,15.9721,1.51,g,G,br
2459855.6370953,475.2493,0.3575,9.7078,0.0008,15.7694,1.41,g,G,br
2459865.6688758,511.9326,0.8966,9.6270,0.0019,14.7711,1.52,g,G,br
2459866.7857921,504.9763,0.7038,9.6419,0.0015,15.0340,1.51,g,G,br
2459876.5948656,459.1325,0.4658,9.7452,0.0011,15.4821,1.59,g,G,br
2459880.5773989,450.1258,0.2533,9.7667,0.0006,16.1436,1.51,g,G,br
2459880.5786508,447.9732,0.2782,9.7719,0.0007,16.0419,1.60,g,G,br
2459882.8067146,502.7081,0.4445,9.6468,0.0010,15.5329,1.46,g,G,br
2459884.7284628,511.5160,0.4308,9.6279,0.0009,15.5670,1.40,g,G,br
2459885.8013174,498.3871,0.4158,9.6561,0.0009,15.6053,1.40,g,G,br
2459885.8025577,503.2263,0.4820,9.6457,0.0010,15.4449,1.41,g,G,br
2459886.7935078,507.1051,0.4915,9.6373,0.0011,15.4239,1.45,g,G,br
2459887.7399884,514.3491,0.4120,9.6219,0.0009,15.6153,1.48,g,G,br
2459888.7500535,523.0830,0.4810,9.6036,0.0010,15.4473,1.48,g,G,br
2459893.810803,485.0315,0.5521,9.6856,0.0012,15.2975,1.51,g,G,br
2459893.813272,485.1490,0.5583,9.6854,0.0013,15.2854,1.49,g,G,br
2459894.7399687,510.0641,0.4301,9.6310,0.0009,15.5688,1.46,g,G,br
2459897.7758004,485.9168,0.3648,9.6837,0.0008,15.7475,1.48,g,G,br
2459897.7770291,487.1373,0.3918,9.6809,0.0009,15.6701,1.49,g,G,br
2459898.7872962,106.8330,0.9020,11.3283,0.0092,14.7647,1.55,g,B,br
2459902.6122349,479.1375,0.3695,9.6989,0.0008,15.7336,1.50,g,G,br
2459907.6470049,503.6635,0.4216,9.6447,0.0009,15.5903,1.44,g,G,br
2459927.5897494,486.7120,0.3591,9.6819,0.0008,15.7647,1.65,g,G,br
2459979.6573211,432.4220,0.5028,9.8103,0.0013,15.3992,1.68,g,G,br
2459984.6283103,431.3630,0.2340,9.8130,0.0006,16.2296,1.59,g,G,br
2459988.6281817,54.9449,1.0689,12.0502,0.0211,14.5803,1.45,g,G,br
2459990.6164938,-47.7067,1.0625,14.5868,99.9990,14.5868,1.44,g,B,br
2459998.6014232,385.2121,0.3677,9.9358,0.0010,15.7388,1.52,g,G,br
2459998.6026523,388.6592,0.4048,9.9261,0.0011,15.6344,1.48,g,G,br
2459999.584291,408.8930,0.3221,9.8710,0.0009,15.8827,1.66,g,G,br
2460004.5830137,136.5954,2.1788,11.0615,0.0173,13.8071,1.67,g,B,br
2460007.5770114,425.3306,0.9099,9.8282,0.0023,14.7552,1.94,g,G,br
2460138.8907189,427.1204,0.1867,9.8237,0.0005,16.4749,1.43,g,G,br
2460142.8498115,432.2838,0.3869,9.8106,0.0010,15.6837,1.51,g,G,br
2460149.8296259,407.2040,0.2902,9.8755,0.0008,15.9960,1.43,g,G,br
2460154.8218337,417.1069,0.3279,9.8494,0.0009,15.8633,1.43,g,G,br
2460156.8075067,418.1615,0.4060,9.8467,0.0011,15.6313,1.53,g,G,br
2460161.7953038,423.1587,0.3374,9.8338,0.0009,15.8322,1.51,g,G,br
2460166.7635927,426.4139,0.2108,9.8255,0.0005,16.3431,1.64,g,G,br
2460167.9012107,395.7030,0.3181,9.9066,0.0009,15.8964,1.52,g,G,br
2460167.9026481,395.3361,0.4440,9.9076,0.0012,15.5342,1.54,g,G,br
2460190.7104,414.8759,0.2818,9.8553,0.0007,16.0278,1.49,g,G,br
2460193.7071206,410.1486,0.2455,9.8677,0.0007,16.1775,1.60,g,G,br
2460196.7036527,432.4600,0.2181,9.8102,0.0005,16.3058,1.45,g,G,br
2460202.6725566,403.7293,0.2864,9.8848,0.0008,16.0103,1.49,g,G,br
2460203.6672769,409.0415,0.2382,9.8706,0.0006,16.2102,1.43,g,G,br
2460205.675741,412.6337,0.3025,9.8612,0.0008,15.9507,1.48,g,G,br
2460207.7589823,454.2482,0.3221,9.7568,0.0008,15.8827,1.53,g,G,br
2460230.5823352,389.6327,0.3256,9.9234,0.0009,15.8709,1.66,g,G,br
2460231.5829246,396.7557,0.3384,9.9038,0.0009,15.8291,1.61,g,G,br
2460232.6131136,403.5996,0.3797,9.8852,0.0010,15.7040,1.49,g,G,br
2460234.6100375,423.6443,0.2390,9.8326,0.0006,16.2068,1.42,g,G,br
2460236.5791296,383.0856,0.3503,9.9418,0.0010,15.7916,1.51,g,G,br
2460237.58759,404.7575,0.2636,9.8821,0.0007,16.1004,1.53,g,G,br
2460238.590474,-88.4785,1.2790,14.3854,99.9990,14.3854,1.60,g,B,br
2460243.624874,402.6297,0.6152,9.8878,0.0017,15.1801,1.59,g,G,br
2460244.5652781,415.0110,0.5396,9.8549,0.0014,15.3224,1.56,g,G,br
2460251.5657281,411.4650,0.2899,9.8642,0.0008,15.9972,1.67,g,G,br
2460252.5557965,432.7526,0.1820,9.8095,0.0005,16.5022,1.61,g,G,br
2460253.5576531,222.6681,0.7168,10.5309,0.0035,15.0142,2.06,g,G,br
2460256.6010267,446.9968,0.2781,9.7743,0.0007,16.0421,1.47,g,G,br
2460267.589932,447.8772,0.3008,9.7722,0.0007,15.9571,1.45,g,G,br
2460268.6171553,421.5756,0.3594,9.8379,0.0009,15.7638,1.48,g,G,br
2460278.5924617,356.5621,0.5867,10.0197,0.0018,15.2316,1.50,g,G,br
2460282.7832002,319.5638,0.6774,10.1387,0.0023,15.0755,1.51,g,G,br
2460284.7762259,345.2006,0.4778,10.0549,0.0015,15.4544,1.45,g,G,br
2460304.5676217,457.6619,1.9551,9.7487,0.0046,13.9247,1.58,g,G,br
2460337.6627113,398.4827,1.4706,9.8990,0.0040,14.2339,1.46,g,G,br
2460341.6498598,378.6247,0.5381,9.9545,0.0015,15.3254,1.45,g,G,br
2460342.6505825,371.4362,0.4505,9.9754,0.0013,15.5183,1.43,g,G,br
2460348.6275471,363.0296,0.5301,10.0002,0.0016,15.3417,1.56,g,G,br
2460353.6154741,388.0922,0.5539,9.9277,0.0016,15.2941,1.44,g,G,br
2460354.6124651,380.8600,0.6618,9.9482,0.0019,15.1008,1.48,g,G,br
2460355.6017975,391.0165,0.4872,9.9196,0.0014,15.4334,1.52,g,G,br
